classification,commenttext
DESIGN,fixme really want declared methods? includes privateprotected _not_ include superclass methods also getdeclared calls may throw securityexception running restrictive security policy
DESIGN,small hack save cast later
DESIGN,perhaps innefficient timewise? optimal spacewise
DESIGN,todo confirm expected args irubyobject similar
DESIGN,theres compelling reason keep javaclass instances weak map proxies created kept nonweak map cases stick around anyway good reasons javaclass creation expensive one many lookups performed passing parameters tofrom methods etc todo faster custom concurrent map
DESIGN,todo check java reserved names raise exception encountered
DESIGN,fixme jruby ends condition returning nullquick fix dig
DESIGN,workaround bug suns jdk see httpbugssuncombugdatabaseview_bugdo?bug_id
DESIGN,fixme weakrefrb also caller backtrace
DESIGN,fixme remove grammars
DESIGN,todo perhaps coincidence channels raise instanceof selectablechannel since stdio notso bothers slightly con
DESIGN,fixme sure semantics transfer cfiberdefinefastmethodtransfer cbgetfastoptmethodtransfer
DESIGN,fixme pretty gross cleaner initialization doesnt depend packagevisible fields ideally atomic probably using immutable structure replace lazy null groups defined
DESIGN,dummy scope find way make explicit
DESIGN,fixme resolve hell going
DESIGN,rb_obj_id return internal id object fixme renamed match ruby name?
DESIGN,shouldnt happen todo might want throw exception instead
DESIGN,fixme maybe best place move good home
DESIGN,todo not_allocatable_allocator may ok unclear structs work marshalling confirm behavior ensure correctly jruby
DESIGN,todo next return also catch here?
DESIGN,always prepend orgjrubyproxy package beginning java javax packages protected signed jars prevent us generating new classes package names see jruby
DESIGN,todo able optimize quite bit post javaclass already methods organized method name next version supporting protected methodsfields organized even collectmethods lookup overridden methods javaclass map much faster
DESIGN,index item could probably efficient bailing assigning args past end?
DESIGN,todo make efficient creating irubyarray
DESIGN,rb_mod_remove_cvar fixme good reason two identical methods? remove_class_variable
DESIGN,dup_setup rb_copy_generic_ivar dup_setup unlikely
DESIGN,dont opt args start args assigned later crap like def fooa true numbers fixme starting required args since opt args may access others rest args conflicts compileroot using indicate signature
DESIGN,singlearg contains array know real literal array fixme gross way figure parser help similar yield argument passing expandarguments would better
DESIGN,todo setaccessible account pattern found accessing constants included nonpublic interface aka javautilzipzipconstants implemented many classes
DESIGN,intended called directly users private old todo ruby code implemented javaclassjava check reserved ruby names conflicting methods etc
DESIGN,fixme dont allow multiple threads
DESIGN,todo bleeding runtime parser arity may parser keep bleeding oneway
DESIGN,rb_ary_push_m fixme whis named push_m?
DESIGN,todo probably isnt best hack works different root frame setup easily
DESIGN,todo least parsersupportattrset passes argsnode null implicitnil wrong magic setupargs since irubyobject nil need figure nice fast null pattern setupargs assert argsnode ! null receivernode null
DESIGN,hack order stdouterr act like ttys flush always set anything assigned stdoutstderr sync
DESIGN,fixme efficient
DESIGN,todo people extending gzipwriterreader break find better way
DESIGN,fixme set call configuration
DESIGN,process streams get channelnewchanneled filechannel actually seekable instead isseekable check instanceof filechannel must also add boolean check set false known incoming channel process fixme gross nios fault providing nice way tell channel really seekable
DESIGN,shouldnt happen todo might want throw exception instead
DESIGN,fixme somehow id feel better could get appropriate var index argumentnode
DESIGN,fixme get optimized ieqlnode
DESIGN,todo rounding mode hardcoded see mode
DESIGN,fixme moved get whats obviously utility method irubyobject perhaps security methods find centralized home point
DESIGN,fixme nativeexception expected used ruby code provide real allocator used otherwise classnew fail marshalling jruby
DESIGN,objectto_a obsolete match rubys hack to_a goes away remove hack
DESIGN,todo callback value would efficient unlikely big cost constants rarely assigned
DESIGN,fixme go somewhere generic maybe idutil
DESIGN,sss fixme move code utils area probably already method jruby utils class holy cow! append two darned arrays!
DESIGN,todo set metaclass targets class ie scary!
DESIGN,add new full signature guaranteed directly accessible todo need full formal jvm signature
DESIGN,context null wipe softreference could done reference queue
DESIGN,todo remove
DESIGN,fixme efficient
DESIGN,fixme big fat hack scope names expected interned strings parser
DESIGN,todo actually returning scope whoever called methodto_proc obviously wrong theres scope provide many methods fixes jruby needs better solution
DESIGN,author headius fixme convert enum ?
DESIGN,following three methods must defined fast since expect modify current frame ie expect frame allocated jruby
DESIGN,todo not_allocatable_allocator probably ok since dont intend people monkey type cant marshalled confirm jruby
DESIGN,sss fixme return anything nil?
DESIGN,xxx const lookup trigger const_missing enough warrant always executed?
DESIGN,visibility checking without requiring frame self todo dont bother passing fcall vcall adjust callsite appropriately
DESIGN,todo frozen error distinct class? share?
DESIGN,todo used interface implementation eliminate
DESIGN,fixme null check removable figure assign unset named block args
DESIGN,jruby met choose cet timezone work around joda
DESIGN,fixme gross dont
DESIGN,fixme think need pushed somewhere?
DESIGN,sss fixme deprecated! going forward instructions come cfg
DESIGN,todo probably apply null object pattern nonallowed class rather null
DESIGN,todo next return also catch here?
DESIGN,yowthis still ugly
DESIGN,add method full signature guaranteed directly accessible todo need full formal jvm signature
DESIGN,fixme version faster previous suffer crucial flaw impossible create objectspace iterator doesnt either hold objects might otherwise collected way guarantee call hasnext correct subsequent call next produce object purposes may acceptable
DESIGN,fixme clearing read buffer hereis appropriate?
DESIGN,todo specifying soft refs may want compare memory consumption behavior weak refs specify weak place soft
DESIGN,fixme lose syntactical elements others like
DESIGN,enebo totally weird naming mri allocated local var name
DESIGN,fixme doesnt actually support anything string
DESIGN,ten stuff tmp locals load reverse order assign fixme theres probably slightly smarter way important?
DESIGN,xxx something?
DESIGN,todo setaccessible account pattern found accessing constants included nonpublic interface aka javautilzipzipconstants implemented many classes todo sure need since expose public fields fieldsetaccessibletrue
DESIGN,fixme want eliminate type casts possible
DESIGN,todo decompose getjavapackagemodule dont parse fullname
DESIGN,hack force clinit created
DESIGN,fixme true array common enough preallocate stick somewhere
DESIGN,optional args irubyobject todo confirm
DESIGN,todo almost rubymoduleinstance_methods metaclass perhaps refactor
DESIGN,fixme added marshal_spec seemed reconstitute objects without calling datawrapstruct resulted object null unmarshalling
DESIGN,todo factor chunk mriyarv getaster
DESIGN,todo ary_sort_check done
DESIGN,exit monitor making call fixme finally little worrisome
DESIGN,self args sss fixme verify correct
DESIGN,jruby since suspend terminal seems need reinitialized since cant easily detect suspension initialize every readline probably fast interactive terminals anywayso cares?
DESIGN,todo additional newline nodes
DESIGN,sss fixme receiver class meta object basically? operand receiver builddefsnodegetreceivernode
DESIGN,fixme whole thing could probably implemented module mixed appropriate classes especially uses either ioinputoutputstream smart kind iolike object used
DESIGN,fixme bit kludge noninterface classes assigned class module fields simplifies proxy extender code go away ji overhauled proxy extenders deprecated
DESIGN,fixme really be? numeric? assert instanceof rubycomplex && instanceof rubycomplex
DESIGN,depending side effect load loads class turn script dont like restructure code bit well need quietly let
DESIGN,fixme also support orgs use capitalized package names including embarrassingly one work enabled system property expected default behavior uppercase value treat class name raise exception found
DESIGN,index item could probably efficient bailing assigning args past end?
DESIGN,todo version differs ioctl checking whether fcntl exists raising notimplemented doesnt perhaps difference us?
DESIGN,fixme temporary since variable compilers assume want args already stack assignment pop continue args logic
